date,field,units,ensemble_et,month,year,field_id
2023-01-01,21106018136,in,0.6515748031496064,1,2023,21106018136
2023-02-01,21106018136,in,0.7835433070866142,2,2023,21106018136
2023-03-01,21106018136,in,0.7141732283464568,3,2023,21106018136
2023-04-01,21106018136,in,2.186181102362205,4,2023,21106018136
2023-05-01,21106018136,in,2.8098818897637794,5,2023,21106018136
2023-06-01,21106018136,in,3.282637795275591,6,2023,21106018136
2023-07-01,21106018136,in,4.261811023622047,7,2023,21106018136
2023-08-01,21106018136,in,2.9825590551181107,8,2023,21106018136
2023-09-01,21106018136,in,1.8217716535433073,9,2023,21106018136
2023-10-01,21106018136,in,1.5607480314960631,10,2023,21106018136
2023-11-01,21106018136,in,0.6753543307086615,11,2023,21106018136
2023-12-01,21106018136,in,0.4489763779527559,12,2023,21106018136
2023-01-01,21106017042,in,0.9086220472440946,1,2023,21106017042
2023-02-01,21106017042,in,1.2646456692913386,2,2023,21106017042
2023-03-01,21106017042,in,1.8456299212598426,3,2023,21106017042
2023-04-01,21106017042,in,3.6148425196850393,4,2023,21106017042
2023-05-01,21106017042,in,5.569606299212598,5,2023,21106017042
2023-06-01,21106017042,in,5.4207874015748025,6,2023,21106017042
2023-07-01,21106017042,in,6.587716535433072,7,2023,21106017042
2023-08-01,21106017042,in,4.7842125984251975,8,2023,21106017042
2023-09-01,21106017042,in,3.095708661417323,9,2023,21106017042
2023-10-01,21106017042,in,2.106732283464567,10,2023,21106017042
2023-11-01,21106017042,in,1.033503937007874,11,2023,21106017042
2023-12-01,21106017042,in,0.45188976377952755,12,2023,21106017042
2023-01-01,21106018900,in,0.584488188976378,1,2023,21106018900
2023-02-01,21106018900,in,1.0353937007874017,2,2023,21106018900
2023-03-01,21106018900,in,0.6525984251968504,3,2023,21106018900
2023-04-01,21106018900,in,2.2666535433070867,4,2023,21106018900
2023-05-01,21106018900,in,5.26755905511811,5,2023,21106018900
2023-06-01,21106018900,in,5.188385826771654,6,2023,21106018900
2023-07-01,21106018900,in,5.680669291338583,7,2023,21106018900
2023-08-01,21106018900,in,4.001338582677166,8,2023,21106018900
2023-09-01,21106018900,in,2.5990551181102366,9,2023,21106018900
2023-10-01,21106018900,in,1.6354330708661418,10,2023,21106018900
2023-11-01,21106018900,in,0.812007874015748,11,2023,21106018900
2023-12-01,21106018900,in,0.36452755905511813,12,2023,21106018900
2023-01-01,21106019300,in,0.7753937007874017,1,2023,21106019300
2023-02-01,21106019300,in,0.917244094488189,2,2023,21106019300
2023-03-01,21106019300,in,1.3877952755905512,3,2023,21106019300
2023-04-01,21106019300,in,2.1896456692913384,4,2023,21106019300
2023-05-01,21106019300,in,4.23251968503937,5,2023,21106019300
2023-06-01,21106019300,in,3.5751574803149606,6,2023,21106019300
2023-07-01,21106019300,in,1.401732283464567,7,2023,21106019300
2023-08-01,21106019300,in,1.3745669291338585,8,2023,21106019300
2023-09-01,21106019300,in,1.384212598425197,9,2023,21106019300
2023-10-01,21106019300,in,0.9161811023622048,10,2023,21106019300
2023-11-01,21106019300,in,0.5398818897637795,11,2023,21106019300
2023-12-01,21106019300,in,0.5270866141732283,12,2023,21106019300
2023-01-01,21106019446,in,0.7591732283464567,1,2023,21106019446
2023-02-01,21106019446,in,0.8798425196850393,2,2023,21106019446
2023-03-01,21106019446,in,1.7283464566929134,3,2023,21106019446
2023-04-01,21106019446,in,2.269645669291339,4,2023,21106019446
2023-05-01,21106019446,in,4.835944881889764,5,2023,21106019446
2023-06-01,21106019446,in,5.916929133858268,6,2023,21106019446
2023-07-01,21106019446,in,4.006023622047245,7,2023,21106019446
2023-08-01,21106019446,in,3.3688976377952753,8,2023,21106019446
2023-09-01,21106019446,in,2.1727559055118113,9,2023,21106019446
2023-10-01,21106019446,in,1.179251968503937,10,2023,21106019446
2023-11-01,21106019446,in,0.5273228346456693,11,2023,21106019446
2023-12-01,21106019446,in,0.5112598425196851,12,2023,21106019446
2023-01-01,21106017507,in,0.6779133858267717,1,2023,21106017507
2023-02-01,21106017507,in,0.8216141732283465,2,2023,21106017507
2023-03-01,21106017507,in,0.6688976377952756,3,2023,21106017507
2023-04-01,21106017507,in,2.0621653543307086,4,2023,21106017507
2023-05-01,21106017507,in,2.7453543307086616,5,2023,21106017507
2023-06-01,21106017507,in,1.9538188976377955,6,2023,21106017507
2023-07-01,21106017507,in,1.7648818897637797,7,2023,21106017507
2023-08-01,21106017507,in,1.2766929133858267,8,2023,21106017507
2023-09-01,21106017507,in,1.2376377952755906,9,2023,21106017507
2023-10-01,21106017507,in,0.9846062992125985,10,2023,21106017507
2023-11-01,21106017507,in,0.6605118110236221,11,2023,21106017507
2023-12-01,21106017507,in,0.4339763779527559,12,2023,21106017507
2023-01-01,21106018009,in,0.8455905511811025,1,2023,21106018009
2023-02-01,21106018009,in,1.085748031496063,2,2023,21106018009
2023-03-01,21106018009,in,1.5005118110236222,3,2023,21106018009
2023-04-01,21106018009,in,1.7405905511811024,4,2023,21106018009
2023-05-01,21106018009,in,5.565629921259842,5,2023,21106018009
2023-06-01,21106018009,in,6.025511811023622,6,2023,21106018009
2023-07-01,21106018009,in,7.194606299212599,7,2023,21106018009
2023-08-01,21106018009,in,5.637086614173228,8,2023,21106018009
2023-09-01,21106018009,in,3.403779527559055,9,2023,21106018009
2023-10-01,21106018009,in,2.498976377952756,10,2023,21106018009
2023-11-01,21106018009,in,0.8907874015748033,11,2023,21106018009
2023-12-01,21106018009,in,0.4420078740157481,12,2023,21106018009
2023-01-01,21106020276,in,0.7794094488188977,1,2023,21106020276
2023-02-01,21106020276,in,1.1390157480314962,2,2023,21106020276
2023-03-01,21106020276,in,1.5337795275590551,3,2023,21106020276
2023-04-01,21106020276,in,2.865393700787402,4,2023,21106020276
2023-05-01,21106020276,in,4.981732283464567,5,2023,21106020276
2023-06-01,21106020276,in,5.805826771653543,6,2023,21106020276
2023-07-01,21106020276,in,6.313307086614174,7,2023,21106020276
2023-08-01,21106020276,in,4.6593700787401575,8,2023,21106020276
2023-09-01,21106020276,in,2.6038976377952756,9,2023,21106020276
2023-10-01,21106020276,in,1.4598425196850393,10,2023,21106020276
2023-11-01,21106020276,in,0.5308661417322835,11,2023,21106020276
2023-12-01,21106020276,in,0.33232283464566936,12,2023,21106020276
2023-01-01,21106016539,in,0.6524409448818898,1,2023,21106016539
2023-02-01,21106016539,in,0.8796456692913386,2,2023,21106016539
2023-03-01,21106016539,in,1.2003149606299213,3,2023,21106016539
2023-04-01,21106016539,in,2.320236220472441,4,2023,21106016539
2023-05-01,21106016539,in,4.521771653543307,5,2023,21106016539
2023-06-01,21106016539,in,4.9233858267716535,6,2023,21106016539
2023-07-01,21106016539,in,6.119606299212598,7,2023,21106016539
2023-08-01,21106016539,in,5.118937007874015,8,2023,21106016539
2023-09-01,21106016539,in,3.2668897637795276,9,2023,21106016539
2023-10-01,21106016539,in,2.0905905511811023,10,2023,21106016539
2023-11-01,21106016539,in,0.796496062992126,11,2023,21106016539
2023-12-01,21106016539,in,0.46685039370078746,12,2023,21106016539
2023-01-01,21106020019,in,0.7012598425196851,1,2023,21106020019
2023-02-01,21106020019,in,0.7633858267716536,2,2023,21106020019
2023-03-01,21106020019,in,0.7322047244094488,3,2023,21106020019
2023-04-01,21106020019,in,2.9651574803149607,4,2023,21106020019
2023-05-01,21106020019,in,4.040157480314961,5,2023,21106020019
2023-06-01,21106020019,in,3.6416141732283465,6,2023,21106020019
2023-07-01,21106020019,in,3.0736220472440943,7,2023,21106020019
2023-08-01,21106020019,in,2.776811023622048,8,2023,21106020019
2023-09-01,21106020019,in,1.8475984251968505,9,2023,21106020019
2023-10-01,21106020019,in,1.6712598425196852,10,2023,21106020019
2023-11-01,21106020019,in,0.7481889763779529,11,2023,21106020019
2023-12-01,21106020019,in,0.41933070866141736,12,2023,21106020019
2023-01-01,21106019403,in,0.8992913385826772,1,2023,21106019403
2023-02-01,21106019403,in,0.8722834645669292,2,2023,21106019403
2023-03-01,21106019403,in,0.8342913385826771,3,2023,21106019403
2023-04-01,21106019403,in,1.8412204724409451,4,2023,21106019403
2023-05-01,21106019403,in,3.9302755905511813,5,2023,21106019403
2023-06-01,21106019403,in,5.988228346456693,6,2023,21106019403
2023-07-01,21106019403,in,6.553307086614174,7,2023,21106019403
2023-08-01,21106019403,in,6.520393700787402,8,2023,21106019403
2023-09-01,21106019403,in,3.050196850393701,9,2023,21106019403
2023-10-01,21106019403,in,2.333740157480315,10,2023,21106019403
2023-11-01,21106019403,in,0.8727952755905513,11,2023,21106019403
2023-12-01,21106019403,in,0.5941338582677166,12,2023,21106019403
2023-01-01,21106020469,in,0.4757086614173229,1,2023,21106020469
2023-02-01,21106020469,in,0.9837007874015748,2,2023,21106020469
2023-03-01,21106020469,in,0.9711417322834647,3,2023,21106020469
2023-04-01,21106020469,in,2.457637795275591,4,2023,21106020469
2023-05-01,21106020469,in,4.385905511811024,5,2023,21106020469
2023-06-01,21106020469,in,4.3122440944881895,6,2023,21106020469
2023-07-01,21106020469,in,4.898937007874016,7,2023,21106020469
2023-08-01,21106020469,in,3.620433070866142,8,2023,21106020469
2023-09-01,21106020469,in,1.8042125984251969,9,2023,21106020469
2023-10-01,21106020469,in,1.2459055118110238,10,2023,21106020469
2023-11-01,21106020469,in,0.6151574803149606,11,2023,21106020469
2023-12-01,21106020469,in,0.35212598425196856,12,2023,21106020469
2023-01-01,21106020956,in,0.7113385826771654,1,2023,21106020956
2023-02-01,21106020956,in,0.8377165354330709,2,2023,21106020956
2023-03-01,21106020956,in,1.2130314960629922,3,2023,21106020956
2023-04-01,21106020956,in,3.4000787401574804,4,2023,21106020956
2023-05-01,21106020956,in,5.378228346456694,5,2023,21106020956
2023-06-01,21106020956,in,5.770708661417323,6,2023,21106020956
2023-07-01,21106020956,in,7.144133858267717,7,2023,21106020956
2023-08-01,21106020956,in,5.535196850393701,8,2023,21106020956
2023-09-01,21106020956,in,3.1041338582677165,9,2023,21106020956
2023-10-01,21106020956,in,1.5711811023622049,10,2023,21106020956
2023-11-01,21106020956,in,0.7334251968503938,11,2023,21106020956
2023-12-01,21106020956,in,0.3237007874015748,12,2023,21106020956
2023-01-01,21106016818,in,0.84251968503937,1,2023,21106016818
2023-02-01,21106016818,in,1.3568897637795279,2,2023,21106016818
2023-03-01,21106016818,in,1.5888582677165355,3,2023,21106016818
2023-04-01,21106016818,in,3.160905511811024,4,2023,21106016818
2023-05-01,21106016818,in,5.514015748031497,5,2023,21106016818
2023-06-01,21106016818,in,6.530984251968504,6,2023,21106016818
2023-07-01,21106016818,in,7.457086614173229,7,2023,21106016818
2023-08-01,21106016818,in,5.374645669291339,8,2023,21106016818
2023-09-01,21106016818,in,3.116456692913386,9,2023,21106016818
2023-10-01,21106016818,in,1.814724409448819,10,2023,21106016818
2023-11-01,21106016818,in,0.7866535433070867,11,2023,21106016818
2023-12-01,21106016818,in,0.37334645669291344,12,2023,21106016818
2023-01-01,21106019339,in,0.748976377952756,1,2023,21106019339
2023-02-01,21106019339,in,1.00748031496063,2,2023,21106019339
2023-03-01,21106019339,in,1.3676771653543307,3,2023,21106019339
2023-04-01,21106019339,in,2.9106299212598428,4,2023,21106019339
2023-05-01,21106019339,in,4.070393700787402,5,2023,21106019339
2023-06-01,21106019339,in,3.753582677165354,6,2023,21106019339
2023-07-01,21106019339,in,3.3653543307086617,7,2023,21106019339
2023-08-01,21106019339,in,2.8379921259842518,8,2023,21106019339
2023-09-01,21106019339,in,2.1506299212598425,9,2023,21106019339
2023-10-01,21106019339,in,1.7587795275590552,10,2023,21106019339
2023-11-01,21106019339,in,0.7998425196850394,11,2023,21106019339
2023-12-01,21106019339,in,0.49629921259842524,12,2023,21106019339
2023-01-01,21106019122,in,0.7874015748031497,1,2023,21106019122
2023-02-01,21106019122,in,1.0583070866141733,2,2023,21106019122
2023-03-01,21106019122,in,1.292992125984252,3,2023,21106019122
2023-04-01,21106019122,in,2.979488188976378,4,2023,21106019122
2023-05-01,21106019122,in,5.258937007874016,5,2023,21106019122
2023-06-01,21106019122,in,5.575118110236221,6,2023,21106019122
2023-07-01,21106019122,in,6.945236220472441,7,2023,21106019122
2023-08-01,21106019122,in,5.531141732283466,8,2023,21106019122
2023-09-01,21106019122,in,3.2102362204724413,9,2023,21106019122
2023-10-01,21106019122,in,1.9825984251968505,10,2023,21106019122
2023-11-01,21106019122,in,0.7865354330708663,11,2023,21106019122
2023-12-01,21106019122,in,0.3922834645669292,12,2023,21106019122
2023-01-01,21106019103,in,0.832244094488189,1,2023,21106019103
2023-02-01,21106019103,in,1.2596456692913387,2,2023,21106019103
2023-03-01,21106019103,in,1.4309448818897637,3,2023,21106019103
2023-04-01,21106019103,in,1.7285039370078743,4,2023,21106019103
2023-05-01,21106019103,in,5.564527559055119,5,2023,21106019103
2023-06-01,21106019103,in,5.227952755905512,6,2023,21106019103
2023-07-01,21106019103,in,7.234527559055119,7,2023,21106019103
2023-08-01,21106019103,in,5.383149606299213,8,2023,21106019103
2023-09-01,21106019103,in,3.1607874015748036,9,2023,21106019103
2023-10-01,21106019103,in,2.4095275590551184,10,2023,21106019103
2023-11-01,21106019103,in,0.8345669291338583,11,2023,21106019103
2023-12-01,21106019103,in,0.3975196850393701,12,2023,21106019103
2023-01-01,21106021123,in,0.7520866141732284,1,2023,21106021123
2023-02-01,21106021123,in,1.1064173228346459,2,2023,21106021123
2023-03-01,21106021123,in,1.911456692913386,3,2023,21106021123
2023-04-01,21106021123,in,2.7211811023622046,4,2023,21106021123
2023-05-01,21106021123,in,4.689724409448819,5,2023,21106021123
2023-06-01,21106021123,in,5.59976377952756,6,2023,21106021123
2023-07-01,21106021123,in,6.2348031496063,7,2023,21106021123
2023-08-01,21106021123,in,3.311968503937008,8,2023,21106021123
2023-09-01,21106021123,in,2.495,9,2023,21106021123
2023-10-01,21106021123,in,1.429488188976378,10,2023,21106021123
2023-11-01,21106021123,in,0.7868110236220472,11,2023,21106021123
2023-12-01,21106021123,in,0.4094094488188976,12,2023,21106021123
2023-01-01,21106016714,in,0.8339370078740157,1,2023,21106016714
2023-02-01,21106016714,in,1.2327559055118111,2,2023,21106016714
2023-03-01,21106016714,in,1.548740157480315,3,2023,21106016714
2023-04-01,21106016714,in,1.3168503937007874,4,2023,21106016714
2023-05-01,21106016714,in,3.0495669291338587,5,2023,21106016714
2023-06-01,21106016714,in,3.320511811023622,6,2023,21106016714
2023-07-01,21106016714,in,3.4040551181102363,7,2023,21106016714
2023-08-01,21106016714,in,2.465866141732284,8,2023,21106016714
2023-09-01,21106016714,in,1.5443307086614173,9,2023,21106016714
2023-10-01,21106016714,in,1.04496062992126,10,2023,21106016714
2023-11-01,21106016714,in,0.9156299212598427,11,2023,21106016714
2023-12-01,21106016714,in,0.41653543307086616,12,2023,21106016714
2023-01-01,21106016924,in,0.7298031496062992,1,2023,21106016924
2023-02-01,21106016924,in,0.9456299212598425,2,2023,21106016924
2023-03-01,21106016924,in,1.465748031496063,3,2023,21106016924
2023-04-01,21106016924,in,2.4264960629921264,4,2023,21106016924
2023-05-01,21106016924,in,3.20236220472441,5,2023,21106016924
2023-06-01,21106016924,in,2.9211023622047243,6,2023,21106016924
2023-07-01,21106016924,in,2.718818897637796,7,2023,21106016924
2023-08-01,21106016924,in,2.305196850393701,8,2023,21106016924
2023-09-01,21106016924,in,1.8931102362204726,9,2023,21106016924
2023-10-01,21106016924,in,1.435472440944882,10,2023,21106016924
2023-11-01,21106016924,in,0.7392125984251969,11,2023,21106016924
2023-12-01,21106016924,in,0.4989763779527559,12,2023,21106016924
2023-01-01,21106017272,in,0.9300787401574803,1,2023,21106017272
2023-02-01,21106017272,in,0.8105511811023622,2,2023,21106017272
2023-03-01,21106017272,in,1.3421259842519686,3,2023,21106017272
2023-04-01,21106017272,in,1.1583464566929136,4,2023,21106017272
2023-05-01,21106017272,in,5.171259842519685,5,2023,21106017272
2023-06-01,21106017272,in,5.211220472440946,6,2023,21106017272
2023-07-01,21106017272,in,7.018031496062993,7,2023,21106017272
2023-08-01,21106017272,in,5.6235433070866145,8,2023,21106017272
2023-09-01,21106017272,in,3.500275590551181,9,2023,21106017272
2023-10-01,21106017272,in,2.459370078740158,10,2023,21106017272
2023-11-01,21106017272,in,1.0547244094488188,11,2023,21106017272
2023-12-01,21106017272,in,0.5063385826771654,12,2023,21106017272
2023-01-01,21106016799,in,0.8095669291338583,1,2023,21106016799
2023-02-01,21106016799,in,1.2822834645669292,2,2023,21106016799
2023-03-01,21106016799,in,1.4196062992125984,3,2023,21106016799
2023-04-01,21106016799,in,0.9974015748031496,4,2023,21106016799
2023-05-01,21106016799,in,3.1733464566929133,5,2023,21106016799
2023-06-01,21106016799,in,4.933582677165354,6,2023,21106016799
2023-07-01,21106016799,in,6.6126377952755915,7,2023,21106016799
2023-08-01,21106016799,in,6.58728346456693,8,2023,21106016799
2023-09-01,21106016799,in,3.0326377952755905,9,2023,21106016799
2023-10-01,21106016799,in,2.4059055118110235,10,2023,21106016799
2023-11-01,21106016799,in,1.022007874015748,11,2023,21106016799
2023-12-01,21106016799,in,0.440984251968504,12,2023,21106016799
2023-01-01,21106017853,in,0.8203937007874017,1,2023,21106017853
2023-02-01,21106017853,in,1.0751968503937008,2,2023,21106017853
2023-03-01,21106017853,in,1.5106299212598424,3,2023,21106017853
2023-04-01,21106017853,in,2.613976377952756,4,2023,21106017853
2023-05-01,21106017853,in,5.586062992125984,5,2023,21106017853
2023-06-01,21106017853,in,6.1311417322834645,6,2023,21106017853
2023-07-01,21106017853,in,7.596929133858268,7,2023,21106017853
2023-08-01,21106017853,in,5.523385826771654,8,2023,21106017853
2023-09-01,21106017853,in,3.5398031496062994,9,2023,21106017853
2023-10-01,21106017853,in,2.3890944881889764,10,2023,21106017853
2023-11-01,21106017853,in,0.8735433070866142,11,2023,21106017853
2023-12-01,21106017853,in,0.4447637795275591,12,2023,21106017853
2023-01-01,21106018780,in,0.7933070866141733,1,2023,21106018780
2023-02-01,21106018780,in,0.9344094488188978,2,2023,21106018780
2023-03-01,21106018780,in,1.480236220472441,3,2023,21106018780
2023-04-01,21106018780,in,2.0284251968503937,4,2023,21106018780
2023-05-01,21106018780,in,5.051653543307087,5,2023,21106018780
2023-06-01,21106018780,in,6.091023622047244,6,2023,21106018780
2023-07-01,21106018780,in,5.806299212598425,7,2023,21106018780
2023-08-01,21106018780,in,4.963307086614173,8,2023,21106018780
